Day,Transaction,Item
Thu,1990,Alfajores
Thu,1991,Hack the stack
Thu,1991,Art Tray
Thu,1991,Coffee
Thu,1992,Tea
Thu,1993,Coffee
Thu,1993,Cake
Thu,1994,Coffee
Thu,1994,Coke
Thu,1995,Hack the stack
Thu,1995,My-5 Fruit Shoot
Thu,1995,Tea
Thu,1995,Art Tray
Thu,1996,Ella's Kitchen Pouches
Fri,1997,Coffee
Fri,1997,Medialuna
Fri,1998,Coffee
Fri,1998,NONE
Fri,1999,Coffee
Fri,2000,Coffee
Fri,2000,Bread
Fri,2001,Coffee
Fri,2001,Medialuna
Fri,2002,Coffee
Fri,2003,Coffee
Fri,2004,Coffee
Fri,2004,Pastry
Fri,2004,Bread
Fri,2005,Bread
Fri,2005,Coffee
Fri,2006,Bread
Fri,2007,Keeping It Local
Fri,2007,Coffee
Fri,2007,Bread
Fri,2008,Coffee
Fri,2009,Coffee
Fri,2010,Keeping It Local
Fri,2010,Tea
Fri,2010,Brownie
Fri,2010,Bread
Fri,2011,Coffee
Fri,2011,Pastry
Fri,2012,Bread
Fri,2013,Coffee
Fri,2013,Cake
Fri,2014,Coffee
Fri,2014,Keeping It Local
Fri,2015,Coffee
Fri,2016,Bread
Fri,2016,Medialuna
Fri,2017,Bread
Fri,2017,Focaccia
Fri,2018,Medialuna
Fri,2018,Coffee
Fri,2019,Bread
Fri,2020,Coffee
Fri,2021,Coffee
Fri,2022,Bread
Fri,2023,Farm House
Fri,2024,Coffee
Fri,2024,Pastry
Fri,2025,Cookies
Fri,2025,Juice
Fri,2025,Tea
Fri,2025,Alfajores
Fri,2026,Coffee
Fri,2026,Alfajores
Fri,2027,Coffee
Fri,2027,Sandwich
Fri,2028,Coffee
Fri,2029,Coffee
Fri,2030,Bread
Fri,2031,Coffee
Fri,2031,Bread
Fri,2031,NONE
Fri,2032,NONE
Fri,2033,Coffee
Fri,2034,NONE
Fri,2034,Tea
Fri,2035,Sandwich
Fri,2035,Bread
Fri,2036,Tea
Fri,2036,NONE
Fri,2036,Art Tray
Fri,2037,Bread
Fri,2038,Coffee
Fri,2038,Cake
Fri,2039,Mineral water
Fri,2039,Coffee
Fri,2039,NONE
Fri,2040,NONE
Fri,2040,Mineral water
Fri,2041,Tartine
Fri,2042,NONE
Fri,2042,Coffee
Fri,2043,Bread
Fri,2043,Coffee
Fri,2044,Bread
Fri,2045,Hot chocolate
Fri,2045,Bread
Fri,2045,NONE
Fri,2045,Sandwich
Fri,2047,NONE
Fri,2048,NONE
Fri,2048,Juice
Fri,2049,Bread
Fri,2049,NONE
Fri,2050,NONE
Fri,2050,Mineral water
Fri,2051,Sandwich
Fri,2051,Bread
Fri,2051,Jam
Fri,2052,Coffee
Fri,2052,Sandwich
Fri,2052,Bread
Fri,2053,Tea
Fri,2053,NONE
Fri,2054,Tea
Fri,2055,Bread
Fri,2055,Pastry
Fri,2057,Coffee
Fri,2057,Tea
Fri,2058,Bread
Fri,2058,Brownie
Fri,2059,Alfajores
Fri,2059,Bread
Fri,2060,NONE
Fri,2061,Coffee
Fri,2061,Medialuna
Fri,2062,Medialuna
Fri,2063,Coffee
Fri,2063,Bread
Fri,2063,Pastry
Fri,2063,Medialuna
Fri,2065,Tea
Fri,2065,Alfajores
Fri,2065,Cake
Fri,2066,Tea
Fri,2066,Brownie
Fri,2066,Alfajores
Fri,2066,Pastry
Fri,2066,Bread
Fri,2067,Medialuna
Fri,2067,Pastry
Fri,2068,Brownie
Sat,2069,Bread
Sat,2070,Coffee
Sat,2071,Bread
Sat,2071,Coffee
Sat,2072,Bread
Sat,2073,Bread
Sat,2073,Coffee
Sat,2073,Medialuna
Sat,2074,Bread
Sat,2075,Bread
Sat,2076,Pastry
Sat,2077,NONE
Sat,2077,Bread
Sat,2078,Farm House
Sat,2079,Medialuna
Sat,2079,Scandinavian
Sat,2079,Coffee
Sat,2080,Coffee
Sat,2081,Coffee
Sat,2082,Bread
Sat,2082,Medialuna
Sat,2083,Cake
Sat,2084,Muffin
Sat,2084,Coffee
Sat,2085,Bread
Sat,2086,Scandinavian
Sat,2087,Muffin
Sat,2088,Scandinavian
Sat,2089,Coffee
Sat,2090,Bread
Sat,2091,Bread
Sat,2092,Coffee
Sat,2092,Medialuna
Sat,2093,Bread
Sat,2094,Medialuna
Sat,2094,Bread
Sat,2094,Tea
Sat,2094,Coffee
Sat,2094,NONE
Sat,2095,Bread
Sat,2096,Cake
Sat,2096,Muffin
Sat,2096,Jam
Sat,2097,Bread
Sat,2097,Pastry
Sat,2098,Coffee
Sat,2099,Coffee
Sat,2100,Scandinavian
Sat,2101,Scandinavian
Sat,2102,Pastry
Sat,2102,Medialuna
Sat,2102,Coffee
Sat,2103,Medialuna
Sat,2103,Pastry
Sat,2103,Bread
Sat,2103,Coffee
Sat,2104,NONE
Sat,2104,Medialuna
Sat,2104,Bread
Sat,2105,Coffee
Sat,2105,Tea
Sat,2105,Pastry
Sat,2106,Coffee
Sat,2107,Juice
Sat,2108,Coffee
Sat,2109,Muffin
Sat,2109,Cake
Sat,2109,Pastry
Sat,2109,Tea
Sat,2109,Coffee
Sat,2110,Hot chocolate
Sat,2111,Muffin
Sat,2112,Tartine
Sat,2112,NONE
Sat,2112,Juice
Sat,2112,Bread
Sat,2112,Coffee
Sat,2113,Coffee
Sat,2113,Fudge
Sat,2114,Coffee
Sat,2114,Bread
Sat,2115,Bread
Sat,2116,NONE
Sat,2116,Coffee
Sat,2116,Tea
Sat,2117,Coffee
Sat,2117,NONE
Sat,2117,Sandwich
Sat,2118,Coffee
Sat,2118,Coke
Sat,2118,Sandwich
Sat,2119,Scandinavian
Sat,2120,Tea
Sat,2120,Muffin
Sat,2121,Bread
Sat,2121,Scandinavian
Sat,2122,Coffee
Sat,2123,Coffee
Sat,2123,The Nomad
Sat,2123,Tartine
Sat,2124,Coffee
Sat,2124,Sandwich
Sat,2125,Coffee
Sat,2125,Alfajores
Sat,2126,Coffee
Sat,2126,Tea
Sat,2127,Scandinavian
Sat,2128,Bread
Sat,2129,NONE
Sat,2129,Mineral water
Sat,2130,Alfajores
Sat,2130,Muffin
Sat,2130,Cake
Sat,2131,Tea
Sat,2132,Bread
Sat,2133,NONE
Sat,2133,Bread
Sat,2134,Scandinavian
Sat,2135,Coffee
Sat,2135,Bread
Sat,2135,NONE
Sat,2135,Sandwich
Sat,2136,Hot chocolate
Sat,2136,Tea
Sat,2137,Muffin
Sat,2138,Sandwich
Sat,2138,Coffee
Sat,2139,NONE
Sat,2140,Bread
Sat,2141,NONE
Sat,2141,Muffin
Sat,2141,Coffee
Sat,2142,Coffee
Sat,2142,Pastry
Sat,2142,Cake
Sat,2143,Tea
Sat,2143,Hot chocolate
Sat,2143,Cookies
Sat,2143,Cake
Sat,2144,Cake
Sat,2145,Sandwich
Sat,2145,Bread
Sat,2146,Bakewell
Sat,2146,Coffee
Sat,2147,Alfajores
Sat,2147,Bread
Sat,2147,Tea
Sat,2148,Sandwich
Sat,2148,Medialuna
Sat,2148,Tea
Sat,2148,Coffee
Sat,2149,Bread
Sat,2149,Tea
Sat,2149,Alfajores
Sat,2149,Medialuna
Sat,2150,Bread
Sat,2150,Muffin
Sat,2150,Coffee
Sat,2151,Hot chocolate
Sat,2151,Bread
Sat,2151,Muffin
Sat,2151,Coffee
Sat,2151,Pastry
Sat,2152,Tea
Sat,2152,Alfajores
Sat,2153,Bakewell
Sat,2153,Cake
Sat,2154,Focaccia
Sat,2155,NONE
Sat,2155,Tea
Sat,2155,Pastry
Sat,2155,Bakewell
Sat,2156,NONE
Sat,2156,Alfajores
Sat,2156,Coffee
Sat,2157,Coffee
Sat,2157,Alfajores
Sun,2158,Coffee
Sun,2158,The Nomad
Sun,2158,NONE
Sun,2158,Bread
Sun,2159,Coffee
Sun,2160,Coffee
Sun,2160,Jammie Dodgers
Sun,2160,NONE
Sun,2160,Juice
Sun,2161,Medialuna
Sun,2162,Coffee
Sun,2162,Tea
Sun,2162,Juice
Sun,2162,Smoothies
Sun,2162,Jammie Dodgers
Sun,2162,Muffin
Sun,2162,Bakewell
Sun,2163,Cake
Sun,2163,Pastry
Sun,2164,Coffee
Sun,2164,Brownie
Sun,2165,Juice
Sun,2165,Jammie Dodgers
Sun,2166,Coffee
Sun,2167,Coffee
Sun,2167,Bakewell
Sun,2168,Bread
Sun,2168,Tea
Sun,2168,NONE
Sun,2168,Pastry
Sun,2169,Bread
Sun,2169,Coffee
Sun,2169,Hot chocolate
Sun,2170,NONE
Sun,2170,Pastry
Sun,2170,Coffee
Sun,2170,Hot chocolate
Sun,2171,Bread
Sun,2171,Coffee
Sun,2172,Alfajores
Sun,2172,Pastry
Sun,2173,Bread
Sun,2174,Coffee
Sun,2174,Hot chocolate
Sun,2174,Muffin
Sun,2175,Bread
Sun,2175,Coffee
Sun,2175,Smoothies
Sun,2175,Pastry
Sun,2176,Brownie
Sun,2176,Hot chocolate
Sun,2176,Coffee
Sun,2177,Tartine
Sun,2177,Hearty & Seasonal
Sun,2178,Fudge
Sun,2179,Bread
Sun,2180,Coffee
Sun,2181,Coffee
Sun,2181,Keeping It Local
Sun,2182,Coffee
Sun,2182,Tea
Sun,2182,Medialuna
Sun,2183,Medialuna
Sun,2183,Jammie Dodgers
Sun,2183,Tea
Sun,2183,Hot chocolate
Sun,2183,NONE
Sun,2183,Muffin
Sun,2184,NONE
Sun,2184,Coffee
Sun,2185,Coffee
Sun,2185,Keeping It Local
Sun,2186,Coffee
Sun,2186,Medialuna
Sun,2187,Bread
Sun,2187,Hot chocolate
Sun,2187,Medialuna
Sun,2188,Bread
Sun,2189,Bread
Sun,2190,Muffin
Sun,2190,Brownie
Sun,2190,Alfajores
Sun,2190,Hot chocolate
Sun,2190,Coffee
Sun,2191,Pastry
Sun,2192,Brownie
Sun,2192,Coffee
Sun,2193,Jammie Dodgers
Sun,2194,Coffee
Sun,2194,Hearty & Seasonal
Sun,2195,Art Tray
Sun,2195,Hearty & Seasonal
Sun,2195,Tea
Sun,2195,Coffee
Sun,2196,Coffee
Sun,2196,Alfajores
Sun,2196,Brownie
Sun,2197,Coffee
Sun,2197,Medialuna
Sun,2197,Hearty & Seasonal
Sun,2198,Coffee
Sun,2198,Bread
Sun,2198,Farm House
Sun,2199,Farm House
Sun,2200,Coffee
Sun,2200,Tea
Sun,2200,Cake
Sun,2201,Hearty & Seasonal
Sun,2201,Tea
Sun,2202,Hot chocolate
Sun,2202,Coffee
Sun,2203,Bakewell
Sun,2203,Cake
Sun,2204,Coffee
Sun,2204,Hearty & Seasonal
Sun,2205,Coffee
Sun,2205,Muffin
Sun,2206,Cake
Sun,2206,Brownie
Sun,2207,Coffee
Sun,2207,Sandwich
Sun,2207,NONE
Sun,2207,Bakewell
Sun,2207,Cookies
Sun,2207,Art Tray
Sun,2208,Bakewell
Sun,2209,Coffee
Sun,2210,Coffee
Sun,2210,Medialuna
Sun,2210,Cookies
Sun,2211,Alfajores
Sun,2211,Cake
Sun,2211,Coffee
Sun,2212,Fudge
Sun,2213,Mineral water
Sun,2213,NONE
Sun,2214,Brownie
Sun,2214,Bakewell
Sun,2214,Bread
Sun,2214,Coffee
Sun,2215,Coffee
Sun,2215,Tea
Sun,2216,Coffee
Mon,2217,Coffee
Mon,2217,Bread
Mon,2218,Pastry
Mon,2219,Bread
Mon,2220,Medialuna
Mon,2220,Coffee
Mon,2221,Coffee
Mon,2222,Ella's Kitchen Pouches
Mon,2222,Coffee
Mon,2223,Coffee
Mon,2223,Pastry
Mon,2224,Coffee
Mon,2225,Coffee
Mon,2225,Tartine
Mon,2225,NONE
Mon,2226,Bread
Mon,2227,Coffee
Mon,2228,Tea
Mon,2228,Coffee
Mon,2229,Coffee
Mon,2229,Medialuna
Mon,2229,Pastry
Mon,2230,Pastry
Mon,2230,Coffee
Mon,2231,Coffee
Mon,2231,Medialuna
Mon,2232,Tea
Mon,2232,Coffee
Mon,2232,Keeping It Local
Mon,2234,Pastry
Mon,2234,Bread
Mon,2234,Cookies
Mon,2234,Coffee
Mon,2235,Jam
Mon,2235,Sandwich
Mon,2235,NONE
Mon,2235,Bread
Mon,2235,Smoothies
Mon,2236,Bread
Mon,2236,Cookies
Mon,2237,Bread
Mon,2238,Cookies
Mon,2238,Coffee
Mon,2239,Sandwich
Mon,2240,NONE
Mon,2241,Hot chocolate
Mon,2242,Bread
Mon,2242,Coffee
Mon,2242,Bakewell
Mon,2242,Lemon and coconut
Mon,2243,Coffee
Mon,2244,Coffee
Mon,2244,Lemon and coconut
Mon,2244,Sandwich
Mon,2245,Tea
Mon,2246,Bread
Mon,2246,Coffee
Mon,2247,NONE
Mon,2248,Bread
Mon,2249,Bread
Mon,2250,Coffee
Mon,2251,Coffee
Mon,2251,Hot chocolate
Mon,2251,Pastry
Mon,2251,Cake
Mon,2252,Bread
Mon,2253,Bread
Mon,2254,Bread
Mon,2255,Coffee
Mon,2256,Bread
Mon,2256,Tea
Mon,2256,Lemon and coconut
Mon,2256,Cake
Mon,2257,Pastry
Mon,2257,Medialuna
Mon,2257,Coffee
Mon,2257,Tea
Mon,2258,Bread
Mon,2259,Tea
Mon,2259,Coffee
Mon,2259,Tiffin
Mon,2259,Cookies
Mon,2259,Ella's Kitchen Pouches
Mon,2260,Coffee
Tue,2261,Pastry
Tue,2262,Pastry
Tue,2262,Bread
Tue,2262,Coffee
Tue,2263,Tea
Tue,2263,Keeping It Local
Tue,2264,Coffee
Tue,2265,Coffee
Tue,2265,Medialuna
Tue,2266,Bread
Tue,2267,NONE
Tue,2267,Keeping It Local
Tue,2267,Coffee
Tue,2268,Hot chocolate
Tue,2268,Pastry
Tue,2269,Bread
Tue,2270,Coffee
Tue,2270,Tea
Tue,2270,NONE
Tue,2271,Bread
Tue,2272,Coke
Tue,2273,Bread
Tue,2274,Bread
Tue,2275,Coffee
Tue,2275,Medialuna
Tue,2275,Pastry
Tue,2276,Muffin
Tue,2276,Coffee
Tue,2277,Coffee
Tue,2277,Muffin
Tue,2278,Coffee
Tue,2278,Bread
Tue,2279,Farm House
Tue,2280,Muffin
Tue,2280,Coffee
Tue,2281,Bread
Tue,2281,Coffee
Tue,2282,Coffee
Tue,2283,Coffee
Tue,2284,Scandinavian
Tue,2284,Farm House
Tue,2285,Coffee
Tue,2286,Tea
Tue,2287,Coffee
Tue,2287,Muffin
Tue,2288,Bread
Tue,2289,Bread
Tue,2289,Scandinavian
Tue,2290,Tea
Tue,2291,Medialuna
Tue,2291,Coffee
Tue,2292,NONE
Tue,2293,NONE
Tue,2294,Tea
Tue,2294,NONE
Tue,2295,Tea
Tue,2295,Sandwich
Tue,2296,Coffee
Tue,2296,Cake
Tue,2297,NONE
Tue,2297,Coffee
Tue,2297,Cake
Tue,2297,Muffin
Tue,2298,Cookies
Tue,2299,NONE
Tue,2300,Tea
Tue,2301,NONE
Tue,2301,Sandwich
Tue,2302,Farm House
Tue,2303,Cake
Tue,2303,NONE
Tue,2303,Sandwich
Tue,2304,Coffee
Tue,2304,Hot chocolate
Tue,2304,Cake
Tue,2304,Bread
Tue,2305,Tea
Tue,2305,Muffin
Tue,2307,Coffee
Tue,2307,Tea
Tue,2307,Bread
Tue,2307,Fudge
Tue,2307,Jam
Tue,2308,Juice
Tue,2308,Tea
Tue,2308,Cookies
Tue,2309,Coffee
Tue,2309,Bread
Tue,2309,Cake
Tue,2310,Coke
Tue,2311,Tiffin
Tue,2311,Pastry
Tue,2312,Alfajores
Tue,2313,Tiffin
Tue,2313,Coffee
Tue,2314,Bread
Wed,2315,Bread
Wed,2316,Medialuna
Wed,2316,Bread
Wed,2317,Cake
Wed,2317,Bread
Wed,2318,Bread
Wed,2319,Farm House
Wed,2320,Medialuna
Wed,2320,Pastry
Wed,2321,Keeping It Local
Wed,2321,Cookies
Wed,2321,Coffee
Wed,2322,Coffee
Wed,2323,Coffee
Wed,2323,Tea
Wed,2323,Hot chocolate
Wed,2324,Smoothies
Wed,2325,Coffee
Wed,2325,Keeping It Local
Wed,2326,Coffee
Wed,2327,Farm House
Wed,2328,Tea
Wed,2329,Bread
Wed,2329,Medialuna
Wed,2330,Pastry
Wed,2330,Bread
Wed,2331,Coffee
Wed,2331,Pastry
Wed,2332,Coffee
Wed,2332,Keeping It Local
Wed,2333,Coffee
Wed,2334,Bread
Wed,2335,Bread
Wed,2335,Cookies
Wed,2336,NONE
Wed,2337,Coffee
Wed,2338,Bread
Wed,2339,NONE
Wed,2339,Keeping It Local
Wed,2339,Coffee
Wed,2339,Fudge
Wed,2339,Jam
Wed,2340,Tea
Wed,2340,Hot chocolate
Wed,2340,Keeping It Local
Wed,2340,Coffee
Wed,2340,NONE
Wed,2340,Art Tray
Wed,2341,Coffee
Wed,2342,Coffee
Wed,2342,Cake
Wed,2343,Bread
Wed,2343,Jammie Dodgers
Wed,2344,Muffin
Wed,2344,Smoothies
Wed,2345,NONE
Wed,2346,NONE
Wed,2346,Coffee
Wed,2346,Jammie Dodgers
Wed,2346,Cookies
Wed,2347,Coffee
Wed,2347,Cake
Wed,2347,Bread
Wed,2348,Bread
Wed,2348,Muffin
Wed,2348,Cookies
Wed,2349,NONE
Wed,2350,Bread
Wed,2351,NONE
Wed,2351,Tea
Wed,2352,Hot chocolate
Wed,2352,NONE
Wed,2352,Bread
Wed,2352,Alfajores
Wed,2353,Tea
Wed,2354,Muffin
Wed,2355,NONE
Wed,2355,Sandwich
Wed,2355,Mineral water
Wed,2355,Bread
Wed,2355,Coffee
Wed,2355,Alfajores
Wed,2356,NONE
Wed,2356,Sandwich
Wed,2356,Alfajores
Wed,2357,Coffee
Wed,2358,Coffee
Wed,2358,Muffin
Wed,2359,Coffee
Wed,2359,Tiffin
Wed,2360,Coffee
Wed,2360,Bread
Wed,2361,Hot chocolate
Wed,2361,Cookies
Wed,2362,Tea
Wed,2362,NONE
Wed,2363,Bread
Wed,2363,Hot chocolate
Wed,2364,Hot chocolate
Wed,2364,Fudge
Wed,2365,Coffee
Wed,2366,Coffee
Wed,2366,Tiffin
Wed,2367,Tiffin
Wed,2367,Bread
Thu,2368,Bread
Thu,2369,Bread
Thu,2369,Pastry
Thu,2369,Jam
Thu,2370,Hot chocolate
Thu,2371,Coffee
Thu,2371,Hot chocolate
Thu,2371,Pastry
Thu,2371,Bread
Thu,2372,Pastry
Thu,2372,Coffee
Thu,2373,Bread
Thu,2373,Tea
Thu,2373,Muffin
Thu,2373,Pastry
Thu,2374,Bread
Thu,2374,Coffee
Thu,2375,Coffee
Thu,2375,Pastry
Thu,2376,Tea
Thu,2376,NONE
Thu,2377,NONE
Thu,2377,Tea
Thu,2378,Tea
Thu,2378,The Nomad
Thu,2379,Coffee
Thu,2380,Medialuna
Thu,2381,Farm House
Thu,2382,Bread
Thu,2383,Coffee
Thu,2384,Farm House
Thu,2385,Bread
Thu,2385,Coffee
Thu,2385,Pastry
Thu,2385,Keeping It Local
Thu,2386,Bread
Thu,2386,Coffee
Thu,2387,Hearty & Seasonal
Thu,2388,Bread
Thu,2389,Fudge
Thu,2390,Scandinavian
Thu,2391,Bread
Thu,2391,Alfajores
Thu,2392,Sandwich
Thu,2392,Coke
Thu,2392,Juice
Thu,2392,Coffee
Thu,2393,Farm House
Thu,2394,NONE
Thu,2395,Bread
Thu,2396,Coffee
Thu,2396,Medialuna
Thu,2397,Pastry
Thu,2397,Bread
Thu,2397,Coffee
Thu,2398,Sandwich
Thu,2398,Coffee
Thu,2399,Bread
Thu,2400,Muffin
Thu,2400,Bread
Thu,2401,Coffee
Thu,2402,Coffee
Thu,2402,Muffin
Thu,2403,Coffee
Thu,2404,Fudge
Thu,2404,Spread
Thu,2406,Bread
Thu,2407,Coffee
Thu,2407,Pastry
Thu,2407,Bread
Thu,2408,Coffee
Thu,2408,Cake
Thu,2409,Coffee
Thu,2410,Bread
Thu,2412,Tea
Thu,2413,Coffee
Thu,2414,Hot chocolate
Thu,2414,Coffee
Thu,2414,Cake
Thu,2415,Tea
Thu,2415,Bread
Thu,2416,Cake
Thu,2417,Medialuna
Fri,2418,Coffee
Fri,2418,Pastry
Fri,2419,Coffee
Fri,2420,Coffee
Fri,2421,Bread
Fri,2422,Coffee
Fri,2422,Cake
Fri,2423,Bread
Fri,2424,Coffee
Fri,2425,Coffee
Fri,2426,Tea
Fri,2427,Keeping It Local
Fri,2427,Coffee
Fri,2428,Sandwich
Fri,2428,Tea
Fri,2429,Coffee
Fri,2430,Coffee
Fri,2431,Coffee
Fri,2432,Bread
Fri,2433,Tea
Fri,2433,Bread
Fri,2434,Pastry
Fri,2434,Coffee
Fri,2435,Coffee
Fri,2435,Bread
Fri,2435,Pastry
Fri,2436,Coffee
Fri,2436,Medialuna
Fri,2437,Tea
Fri,2437,Coffee
Fri,2438,Bread
Fri,2439,Coffee
Fri,2440,Coffee
Fri,2440,Medialuna
Fri,2440,Pastry
Fri,2440,Cookies
Fri,2441,Bread
Fri,2441,Cake
Fri,2442,Bread
Fri,2442,Coffee
Fri,2443,Bread
Fri,2444,NONE
Fri,2444,Coffee
Fri,2445,Toast
Fri,2446,Hot chocolate
Fri,2447,Fudge
Fri,2447,Scandinavian
Fri,2448,Medialuna
Fri,2448,Coffee
Fri,2449,Coffee
Fri,2449,Pastry
Fri,2450,Coffee
Fri,2450,Medialuna
Fri,2450,Cake
Fri,2451,Sandwich
Fri,2451,Farm House
Fri,2451,Fudge
Fri,2452,Sandwich
Fri,2452,Scone
Fri,2453,Sandwich
Fri,2453,Bread
Fri,2454,Sandwich
Fri,2455,NONE
Fri,2456,NONE
Fri,2457,NONE
Fri,2457,Coffee
Fri,2458,Sandwich
Fri,2458,Bread
Fri,2459,Sandwich
Fri,2459,Coke
Fri,2460,Sandwich
Fri,2460,Coke
Fri,2461,Sandwich
Fri,2462,Sandwich
Fri,2462,Scone
Fri,2463,Hot chocolate
Fri,2463,NONE
Fri,2464,Coffee
Fri,2464,Muffin
Fri,2466,Bread
Fri,2467,Bread
Fri,2468,Bread
Fri,2469,Coffee
Fri,2469,Alfajores
Fri,2470,Bread
Fri,2470,Sandwich
Fri,2471,Bread
Fri,2471,Scone
Fri,2472,Coffee
Fri,2472,Medialuna
Fri,2473,Cake
Fri,2474,Truffles
Fri,2474,NONE
Fri,2475,Cake
Fri,2475,Coffee
Fri,2476,Scone
Fri,2477,Scone
Fri,2477,Hot chocolate
Fri,2477,Mineral water
Fri,2477,Cookies
Fri,2478,Coffee
Fri,2478,Tea
Fri,2478,Scone
Fri,2479,Bread
Fri,2481,Coffee
Fri,2481,NONE
Fri,2482,Bread
Sat,2486,Jam
Sat,2486,Bread
Sat,2486,Scandinavian
Sat,2487,Bread
Sat,2487,Scandinavian
Sat,2488,Coffee
Sat,2488,Medialuna
Sat,2489,Pastry
Sat,2489,Bread
Sat,2490,Bread
Sat,2491,Farm House
Sat,2492,Scone
Sat,2492,Hot chocolate
Sat,2492,NONE
Sat,2492,Coffee
Sat,2493,Farm House
Sat,2493,Pastry
Sat,2493,Medialuna
Sat,2493,NONE
Sat,2493,Hot chocolate
Sat,2493,Coffee
Sat,2494,Bread
Sat,2495,Bread
Sat,2495,Coffee
Sat,2496,Coffee
Sat,2496,Scandinavian
Sat,2497,Bread
Sat,2498,Coffee
Sat,2498,Medialuna
Sat,2498,Pastry
Sat,2499,Bread
Sat,2499,Scandinavian
Sat,2500,Coffee
Sat,2500,Scone
Sat,2501,Coffee
Sat,2502,Bread
Sat,2503,Bread
Sat,2503,Pastry
Sat,2504,Coffee
Sat,2504,Bread
Sat,2505,Bread
Sat,2506,Bread
Sat,2507,Coffee
Sat,2508,Coffee
Sat,2508,Scone
Sat,2509,Cake
Sat,2510,Coffee
Sat,2511,Bread
Sat,2511,Fudge
Sat,2512,Medialuna
Sat,2512,Bread
Sat,2512,Farm House
Sat,2513,Muffin
Sat,2513,Scone
Sat,2514,Coffee
Sat,2514,NONE
Sat,2515,Coffee
Sat,2515,Alfajores
Sat,2515,Scone
Sat,2516,Coffee
Sat,2517,Tea
Sat,2517,Scone
Sat,2518,Juice
Sat,2518,Tea
Sat,2518,Cake
Sat,2519,Coffee
Sat,2519,Tartine
Sat,2519,NONE
Sat,2519,Fudge
Sat,2519,Jam
Sat,2520,Bread
Sat,2521,Coffee
Sat,2521,Medialuna
Sat,2522,NONE
Sat,2522,Tea
Sat,2522,Bread
Sat,2523,NONE
Sat,2523,Coke
Sat,2524,Coffee
Sat,2524,Medialuna
Sat,2525,Bread
Sat,2526,Truffles
Sat,2526,Bread
Sat,2527,Coffee
Sat,2527,Bread
Sat,2527,Tea
Sat,2527,Pastry
Sat,2527,NONE
Sat,2527,Cake
Sat,2528,Sandwich
Sat,2529,Hot chocolate
Sat,2530,Coffee
Sat,2530,Sandwich
Sat,2531,NONE
Sat,2532,NONE
Sat,2532,Sandwich
Sat,2532,Tea
Sat,2532,Coffee
Sat,2533,Coffee
Sat,2533,Scone
Sat,2534,Cake
Sat,2535,Bread
Sat,2535,Cookies
Sat,2536,Coffee
Sat,2536,Sandwich
Sat,2537,Cake
Sat,2537,Scone
Sat,2537,Coffee
Sat,2538,Mineral water
Sat,2538,Bread
Sat,2539,Coffee
Sat,2539,Bread
Sat,2540,Muffin
Sat,2540,Cake
Sat,2540,Scone
Sat,2541,Tea
Sat,2541,Scone
Sat,2543,Muffin
Sat,2543,Pastry
Sat,2545,Muffin
Sat,2545,Cake
Sat,2545,Coffee
Sat,2546,Cake
Sat,2547,Tea
Sat,2547,Bread
Sat,2547,Scone
Sat,2547,Cake
Sat,2548,Coffee
Sat,2548,Medialuna
Sat,2549,Jam
Sat,2549,Fudge
Sat,2550,Scone
Sat,2550,Pastry
Sat,2551,Fudge
Sat,2551,Hot chocolate
Sat,2552,Cake
Sat,2552,Sandwich
Sat,2552,Juice
Sat,2552,Coffee
Sat,2553,Bread
Sat,2554,Juice
Sat,2554,Coffee
Sat,2555,Scone
Sat,2555,Bread
Sat,2555,Coffee
Sat,2555,Hot chocolate
Sat,2556,Coffee
Sat,2556,Scone
Sat,2556,Muffin
Sat,2556,Hot chocolate
Sat,2557,Bread
Sat,2558,Medialuna
Sat,2559,Cake
Sat,2559,Alfajores
Sat,2560,Hot chocolate
Sat,2561,Coffee
Sat,2562,Coffee
Sat,2563,Coffee
Sat,2563,Tea
Sat,2564,Jam
Sat,2564,Cake
Sat,2564,Bread
Sat,2564,Coffee
Sat,2565,Coffee
Sat,2566,Tea
Sat,2566,Scone
Sat,2567,Bread
Sat,2568,Bread
Sat,2569,Smoothies
Sat,2569,Muffin
Sat,2569,Hot chocolate
Sat,2569,Toast
Sat,2570,Alfajores
Sat,2570,Muffin
Sat,2570,Medialuna
Sat,2571,Bread
Sat,2571,Coffee
Sat,2571,Scone
Sat,2572,Tea
Sat,2572,Juice
Sat,2573,Coffee
Sat,2573,Bread
Sat,2574,Pastry
Sat,2575,Bread
Sat,2575,Tea
Sat,2575,Pastry
Sat,2576,Coffee
Sat,2576,Medialuna
Sun,2577,Coffee
Sun,2577,Medialuna
Sun,2578,Bread
Sun,2579,Pastry
Sun,2579,Bread
Sun,2580,Bread
Sun,2580,Toast
Sun,2581,Bread
Sun,2581,Medialuna
Sun,2581,Toast
Sun,2582,Coffee
Sun,2582,Scone
Sun,2582,NONE
Sun,2582,Pastry
Sun,2583,Coffee
Sun,2583,Tea
Sun,2583,Muffin
Sun,2584,Coffee
Sun,2584,Toast
Sun,2585,Coffee
Sun,2585,Medialuna
Sun,2585,Pastry
Sun,2586,Bread
Sun,2586,Ella's Kitchen Pouches
Sun,2587,Coffee
Sun,2587,Toast
Sun,2588,Bread
Sun,2588,Medialuna
Sun,2589,Hot chocolate
Sun,2589,Tea
Sun,2590,Bread
Sun,2590,Muffin
Sun,2591,NONE
Sun,2591,Coffee
Sun,2591,Bread
